acc_x_g_mean,acc_x_g_std,acc_x_g_var,acc_x_g_min,acc_x_g_max,acc_x_g_rms,acc_x_g_energy,acc_y_g_mean,acc_y_g_std,acc_y_g_var,acc_y_g_min,acc_y_g_max,acc_y_g_rms,acc_y_g_energy,acc_z_g_mean,acc_z_g_std,acc_z_g_var,acc_z_g_min,acc_z_g_max,acc_z_g_rms,acc_z_g_energy,gyro_x_dps_mean,gyro_x_dps_std,gyro_x_dps_var,gyro_x_dps_min,gyro_x_dps_max,gyro_x_dps_rms,gyro_x_dps_energy,gyro_y_dps_mean,gyro_y_dps_std,gyro_y_dps_var,gyro_y_dps_min,gyro_y_dps_max,gyro_y_dps_rms,gyro_y_dps_energy,gyro_z_dps_mean,gyro_z_dps_std,gyro_z_dps_var,gyro_z_dps_min,gyro_z_dps_max,gyro_z_dps_rms,gyro_z_dps_energy,acc_mag_mean,acc_mag_std,acc_mag_max,gyro_mag_mean,gyro_mag_std,gyro_mag_max,label,label_id,source_file,window_start,window_end
0.9990741,0.0579962,0.003363559,0.8356,1.1506,1.0007559,50.07562,0.011103999,0.028324213,0.00080226106,-0.0508,0.0835,0.030423015,0.046277996,0.031432,0.06568033,0.004313906,-0.122,0.1932,0.072813995,0.26509386,-0.49262604,3.022447,9.135187,-11.3174,5.9575,3.0623302,468.89334,-0.27700803,4.149168,17.215593,-9.9848,10.0457,4.1584044,864.61633,-2.272466,1.2055166,1.4532701,-6.2071,-0.3903,2.5724254,330.8686,1.0022819974437043,0.056308537543237155,1.159141285607583,5.002101467449098,2.8751602893305943,13.411149256122684,backward_motion,0,backward_motion_20260609_091258.csv,0,50
1.0033519,0.05711538,0.0032621666,0.8356,1.1506,1.0049764,50.498875,0.016784001,0.028598584,0.000817879,-0.0508,0.0835,0.03315994,0.05497908,0.024022002,0.06663432,0.0044401325,-0.122,0.1932,0.07083212,0.25085947,0.12478,2.1648545,4.6865954,-4.4242,5.9575,2.1684477,235.10829,-0.38998595,3.5527294,12.621886,-9.9848,10.0457,3.57407,638.6988,-2.201932,1.1749798,1.3805776,-6.2071,-0.4896,2.495813,311.45407,1.0064836925601306,0.055540529440437095,1.159141285607583,4.213712495046014,2.4392314590651485,12.193931373843302,backward_motion,0,backward_motion_20260609_091258.csv,10,60
1.009572,0.048585918,0.0023605914,0.8999,1.1506,1.0107404,51.079807,0.01835,0.029459907,0.0008678861,-0.0508,0.0835,0.03470747,0.060230426,0.02157,0.06209231,0.0038554552,-0.122,0.1717,0.06573218,0.21603599,-0.571404,1.77644,3.155739,-4.4242,3.6216,1.8660766,174.11208,0.175814,2.9275887,8.570776,-6.6871,10.0457,2.932863,430.08426,-1.6695681,1.0695832,1.1440082,-5.0468,0.0295,1.9827925,196.57329,1.0123259540318101,0.04814256322200849,1.159141285607583,3.535898107423849,1.8742510421276128,10.9856435136955,backward_motion,0,backward_motion_20260609_091258.csv,20,70
1.008484,0.039487675,0.0015592766,0.926,1.1357,1.0092568,50.929966,0.01992,0.025408518,0.0006455928,-0.0508,0.0835,0.032286208,0.052119963,0.019469999,0.05234887,0.0027404043,-0.1106,0.1477,0.055852354,0.15597427,-0.539036,1.7286946,2.9883847,-4.4242,3.6216,1.8107854,163.9472,0.360546,2.728083,7.4424367,-6.6871,10.0457,2.751805,378.62152,-1.1210201,0.94911677,0.9008226,-3.3369,0.1669,1.468846,107.87543,1.01054555021149,0.03948203069444745,1.1375584776177443,3.018251597615378,1.9745987500482778,10.9856435136955,backward_motion,0,backward_motion_20260609_091258.csv,30,80
1.006718,0.035582054,0.0012660826,0.926,1.1357,1.0073466,50.737362,0.019731998,0.031876028,0.0010160811,-0.1321,0.0835,0.037489105,0.07027165,0.020769998,0.05168412,0.002671248,-0.1106,0.1477,0.055701353,0.15513204,-0.167126,2.2021968,4.849671,-4.4242,5.1178,2.208529,243.88004,0.33123,2.5455952,6.480055,-6.6871,10.0457,2.5670543,329.4884,-0.65247405,0.83149517,0.6913842,-3.1384,0.5104,1.0569326,55.855324,1.0089578161613522,0.03548821222483753,1.1375584776177443,2.908217452378314,2.0314395684543975,10.9856435136955,backward_motion,0,backward_motion_20260609_091258.csv,40,90
1.009692,0.030167434,0.00091007404,0.9553,1.1206,1.0101426,51.0194,0.014358,0.03132334,0.0009811516,-0.1321,0.0649,0.034457278,0.059365194,0.017347999,0.046470102,0.0021594702,-0.1106,0.1333,0.049602654,0.123021156,0.278518,2.0638568,4.2595053,-3.1189,5.1178,2.082565,216.85388,-0.06449597,1.754949,3.079846,-3.5802,4.4274,1.7561338,154.20029,-0.08026001,1.0374293,1.0762596,-2.0392,2.2662,1.0405294,54.135067,1.0114982702379738,0.03011619341130739,1.127073453684364,2.591270972438575,1.3375722580844909,5.549197828515397,backward_motion,0,backward_motion_20260609_091258.csv,50,100
1.0103079,0.029995447,0.0008997268,0.9541,1.1091,1.0107533,51.0811,0.010576,0.035563752,0.0012647804,-0.1321,0.0806,0.037102997,0.06883162,0.019868,0.048295848,0.002332489,-0.1933,0.1243,0.052222855,0.13636133,-0.40056396,2.2759917,5.1801386,-5.5922,5.1178,2.3109715,267.02948,-0.195182,2.2003202,4.8414097,-6.084,6.4961,2.2089603,243.97528,0.584012,1.0956854,1.2005264,-1.5964,3.7013,1.2416104,77.07983,1.0123221717606972,0.03049034210541406,1.1105010130567194,2.914099316563383,1.8082358134393939,8.798129445512837,backward_motion,0,backward_motion_20260609_091258.csv,60,110
1.014532,0.039639726,0.0015713078,0.925,1.1333,1.015306,51.54232,0.008452,0.034204334,0.0011699364,-0.1321,0.0806,0.03523312,0.06206864,0.009800001,0.055464838,0.0030763482,-0.1933,0.1243,0.056323964,0.15861943,-0.258274,2.2235954,4.944377,-5.5922,5.1178,2.2385447,250.55411,-0.33610004,2.6107464,6.8159966,-6.4581,7.29,2.6322916,346.44797,1.2440159,1.2558374,1.5771277,-0.4132,3.9608,1.767683,156.23517,1.016673072081953,0.04044889248724096,1.1338590256288477,3.3277474456029403,1.997709392399982,8.798129445512837,backward_motion,0,backward_motion_20260609_091258.csv,70,120
1.011776,0.04763149,0.002268759,0.8974,1.1333,1.0128965,51.297974,0.015226001,0.05118444,0.0026198467,-0.1321,0.217,0.05340111,0.14258392,0.010028,0.0786988,0.006193501,-0.1933,0.3475,0.07933512,0.31470308,-0.50224596,2.4531345,6.0178685,-5.5922,5.1178,2.5040207,313.50598,-0.15991598,3.4434216,11.857153,-6.4581,13.061,3.447133,594.13635,2.0249321,1.4849579,2.2051,-0.1232,6.0371,2.5110652,315.27246,1.0163658469987837,0.045887236291205294,1.1338590256288477,4.255434053376353,2.5198367106550577,15.326651625518211,backward_motion,0,backward_motion_20260609_091258.csv,80,130
1.003322,0.053760543,0.0028901962,0.8942,1.1333,1.0047612,50.47726,0.012305999,0.049755435,0.0024756035,-0.0837,0.217,0.05125467,0.13135207,0.02401,0.09074955,0.008235481,-0.1933,0.3475,0.09387205,0.44059807,-1.141942,2.0882924,4.360965,-5.5922,5.8811,2.3801255,283.24985,-0.21563399,3.7829726,14.310882,-6.4581,13.061,3.7891133,717.86896,2.619894,1.3635324,1.8592207,0.2356,6.0371,2.9534836,436.15326,1.009151939675291,0.05095682142361032,1.1338590256288477,4.761750047980615,2.46397596992272,15.326651625518211,backward_motion,0,backward_motion_20260609_091258.csv,90,140
1.000868,0.05825909,0.0033941213,0.8759,1.1333,1.0025622,50.256546,0.011700001,0.051585067,0.0026610193,-0.0837,0.217,0.05289527,0.13989548,0.021959998,0.10329892,0.010670666,-0.2097,0.3475,0.10560732,0.5576454,-1.051558,2.5853465,6.684016,-5.5922,9.2781,2.7910194,389.4895,-0.51288795,4.241596,17.99114,-9.0153,13.061,4.272493,912.7097,2.584472,1.427076,2.036546,-1.169,6.0371,2.952294,435.80203,1.0079419819525528,0.05598797565156012,1.1338590256288477,5.304340638294645,2.5737124703307375,15.326651625518211,backward_motion,0,backward_motion_20260609_091258.csv,100,150
0.99501204,0.056163233,0.0031543085,0.8759,1.1333,0.99659574,49.660156,0.012338,0.049687296,0.0024688274,-0.0657,0.217,0.05119623,0.13105269,0.028299998,0.10242081,0.010490022,-0.2097,0.3475,0.1062587,0.5645456,0.026304007,3.8435216,14.772658,-6.409,12.6368,3.8436117,738.66754,-0.840372,4.6598396,21.714106,-9.0153,13.061,4.735011,1121.0166,2.345238,1.6840445,2.836006,-1.688,6.0371,2.8872387,416.80737,1.002103840829579,0.053879921998884174,1.1338590256288477,5.9701090296953145,3.144460141669867,15.383109698952289,backward_motion,0,backward_motion_20260609_091258.csv,110,160
0.99017996,0.04742601,0.0022492267,0.8759,1.101,0.9913152,49.13529,0.0065419995,0.05128986,0.0026306496,-0.0657,0.217,0.05170539,0.13367237,0.035975996,0.098267876,0.0096565755,-0.2097,0.3475,0.104646295,0.54754233,0.8609579,4.038943,16.31306,-6.409,12.6368,4.1296864,852.7155,-1.024644,4.4871736,20.134727,-9.0153,13.061,4.6026754,1059.2311,1.7492021,1.916508,3.673003,-1.688,6.0371,2.5947468,336.63556,0.9971604488107352,0.04473245720473391,1.1049425595930313,5.948408010323927,3.096463059478369,15.383109698952289,backward_motion,0,backward_motion_20260609_091258.csv,120,170
0.9944321,0.042670447,0.001820767,0.8759,1.101,0.995347,49.535786,-0.0058820006,0.03286441,0.0010800695,-0.0657,0.0796,0.033386637,0.055733368,0.026065998,0.08586493,0.007372786,-0.2097,0.2625,0.089734174,0.4026111,1.58615,3.9253469,15.408347,-6.409,12.6368,4.2337003,896.21094,-0.822504,4.5492606,20.695774,-9.0153,10.0381,4.6230173,1068.6144,1.132718,1.714232,2.9385912,-1.688,5.9074,2.0546634,211.08209,0.9990957293701918,0.04111426947234219,1.1049425595930313,5.927300193125243,2.8957314870300856,15.383109698952289,backward_motion,0,backward_motion_20260609_091258.csv,130,180
1.0005261,0.037589476,0.0014129687,0.8759,1.101,1.0012319,50.123264,-0.010552001,0.032891143,0.0010818273,-0.073,0.0796,0.034542322,0.0596586,0.009208,0.07461413,0.005567268,-0.2097,0.1929,0.07518016,0.2826028,2.2762282,3.838692,14.735557,-6.409,12.6368,4.4628205,995.83844,-1.2131959,4.7591853,22.649843,-10.9543,10.0381,4.9113836,1206.0845,0.49271595,1.7341537,3.0072894,-4.2835,4.7471,1.802792,162.50294,1.0039461764327813,0.0374506104890043,1.1049425595930313,6.1304857737041845,3.1153912698103574,15.383109698952289,backward_motion,0,backward_motion_20260609_091258.csv,140,190
0.998778,0.02579591,0.000665429,0.9052,1.0507,0.99911106,49.911144,-0.008694,0.031027298,0.0009626933,-0.073,0.0796,0.032222334,0.051913943,0.011876,0.055492297,0.003079395,-0.1276,0.1612,0.05674887,0.16102171,2.490274,3.4376664,11.81755,-6.409,12.6368,4.244881,900.9507,-0.98830396,4.4156017,19.497538,-10.9543,10.0381,4.524852,1023.7142,0.21409398,1.7259924,2.97905,-4.2835,4.7471,1.73922,151.24432,1.0009204300226247,0.025296805397598085,1.0518709283937835,5.595597901620431,3.194912610789384,15.383109698952289,backward_motion,0,backward_motion_20260609_091258.csv,150,200
0.998376,0.02314087,0.0005354999,0.9462,1.0507,0.9986442,49.864506,-0.008258,0.029951448,0.0008970892,-0.073,0.0654,0.031069018,0.04826419,0.0029039998,0.042820837,0.0018336242,-0.1276,0.1309,0.0429192,0.09210288,2.2834058,2.4194882,5.853923,-3.7601,7.1559,3.3268402,553.39325,-0.36402595,4.1529307,17.246832,-10.9543,10.0381,4.168854,868.96735,0.097449996,1.8230716,3.32359,-4.2835,4.7471,1.8256743,166.65433,0.9997963195422888,0.022467710824502798,1.0518709283937835,5.037815117371645,2.5299637835711644,13.075560064104328,backward_motion,0,backward_motion_20260609_091258.csv,160,210
0.998582,0.028173506,0.00079374644,0.9016,1.0554,0.99897933,49.897987,-0.006296,0.034825042,0.0012127836,-0.0896,0.0654,0.03538959,0.06262116,0.0033240002,0.043101944,0.0018577776,-0.1276,0.1062,0.043229926,0.09344132,1.4927242,3.1790953,10.106647,-6.6685,7.1559,3.5121033,616.74347,0.27093202,4.44581,19.765226,-10.9543,10.0381,4.4540577,991.9315,-0.11155802,2.0553641,4.2245216,-4.2835,4.7471,2.0583894,211.84834,1.0001497022204533,0.027956747814046855,1.060506360188377,5.417180472148574,2.657935932179736,13.075560064104328,backward_motion,0,backward_motion_20260609_091258.csv,170,220
1.000224,0.03592088,0.0012903097,0.9016,1.1066,1.0008688,50.08692,-0.005242001,0.035810877,0.0012824188,-0.0896,0.0654,0.036192503,0.065494865,0.012518002,0.045844,0.0021016723,-0.0905,0.1104,0.047522336,0.11291862,0.6852441,3.6644976,13.428542,-8.5845,6.9804,3.7280157,694.905,0.27703604,4.697985,22.071064,-10.9543,14.0992,4.7061462,1107.3906,-0.53323793,2.0935798,4.3830767,-5.2682,4.3349,2.1604211,233.371,1.0020143420532062,0.035691566506400145,1.1140949735098888,5.638376293132661,2.9869794568492756,16.32431668064547,backward_motion,0,backward_motion_20260609_091258.csv,180,230
0.997906,0.05178197,0.0026813725,0.8342,1.1608,0.9992486,49.92489,0.0017320003,0.033232637,0.0011044082,-0.0896,0.0654,0.033277743,0.0553704,0.011623997,0.05006706,0.0025067104,-0.1081,0.1573,0.051398713,0.13209139,-0.425292,3.491663,12.19171,-8.5845,6.9804,3.5174682,618.62915,0.89459604,4.2188187,17.79843,-6.5344,14.0992,4.3126245,929.9365,-0.88499,1.7997339,3.239042,-5.2682,2.9074,2.0055547,201.11247,0.9998111302655305,0.051231794787637994,1.1660884443300175,5.2485421850744345,2.728803579756903,16.32431668064547,backward_motion,0,backward_motion_20260609_091258.csv,190,240
0.99191594,0.05511988,0.0030382012,0.8342,1.1608,0.9934463,49.34678,-0.0013400002,0.032166738,0.0010346991,-0.0896,0.0654,0.03219464,0.05182474,0.018956,0.05398258,0.0029141188,-0.1081,0.1573,0.057214063,0.16367245,-1.178726,3.5458505,12.573055,-8.5845,6.9804,3.7366364,698.12256,0.903146,4.4718194,19.997168,-6.5649,14.0992,4.562109,1040.642,-1.3037678,1.8136911,3.2894757,-5.2682,2.9074,2.2336712,249.46434,0.9941130857298579,0.05463212224195843,1.1660884443300175,5.751980104308666,2.5844341842726957,16.32431668064547,backward_motion,0,backward_motion_20260609_091258.csv,200,250
0.994562,0.05584598,0.0031187735,0.8342,1.1608,0.99612874,49.61362,-0.00398,0.029856153,0.00089138985,-0.0896,0.0481,0.030120268,0.045361526,0.029248,0.05331129,0.0028420934,-0.1081,0.1573,0.060807392,0.18487693,-2.0451381,3.066648,9.40433,-8.5845,6.9804,3.6860437,679.34595,0.37566197,4.222945,17.833265,-6.5649,14.0992,4.2396207,898.71924,-1.7346082,1.4481193,2.0970495,-5.2682,1.5486,2.259627,255.29572,0.996905270210994,0.05529011507986842,1.1660884443300175,5.508724299099519,2.5141947756111684,16.32431668064547,backward_motion,0,backward_motion_20260609_091258.csv,210,260
1.0043701,0.073242806,0.005364509,0.8342,1.3273,1.007037,50.70618,-0.004152,0.024969704,0.0006234861,-0.0854,0.0461,0.02531255,0.03203626,0.021532005,0.058221888,0.0033897883,-0.132,0.1573,0.062075887,0.19267078,-1.601174,2.8450751,8.094452,-8.5845,3.591,3.2646916,532.9105,-0.07868601,4.08144,16.658152,-6.9848,14.0992,4.0821986,833.2172,-1.922698,1.2632076,1.5956935,-5.2682,1.5486,2.300535,264.62305,1.0066077688041184,0.0732020982157902,1.3350606353271,5.099885644815379,2.5702493917917804,16.32431668064547,backward_motion,0,backward_motion_20260609_091258.csv,220,270
1.000812,0.07266934,0.005280833,0.8342,1.3273,1.0034468,50.345276,0.0009999997,0.024636915,0.0006069776,-0.0569,0.0559,0.024657201,0.03039888,0.018328002,0.056517188,0.0031941924,-0.132,0.1573,0.059414715,0.1765054,-1.255526,2.3282053,5.4205403,-5.7677,3.591,2.6451628,349.8443,-0.31548005,3.1131418,9.691651,-6.9848,6.1144,3.1290858,489.5589,-1.967128,0.98442847,0.9690994,-4.6346,-0.2453,2.1997027,241.9346,1.00287275359422,0.07273114393673961,1.3350606353271,4.243110594585568,1.9033573822894383,8.144413724142456,backward_motion,0,backward_motion_20260609_091258.csv,230,280
1.00382,0.063686006,0.0040559075,0.9162,1.3273,1.0058383,50.585526,0.0053620003,0.02677532,0.0007169177,-0.0569,0.0708,0.027306935,0.03728343,0.017366,0.053157315,0.0028257,-0.132,0.1075,0.05592207,0.15636389,-1.336288,2.3794222,5.66165,-6.4471,3.591,2.728977,372.36578,-0.22936994,3.3590388,11.283141,-6.9848,6.5343,3.3668609,566.7876,-1.8121699,1.0574801,1.1182641,-4.6346,0.0906,2.0981479,220.11122,1.0057101113662126,0.06426988949547298,1.3350606353271,4.337264091066949,2.091275353639781,9.026194535350985,backward_motion,0,backward_motion_20260609_091258.csv,240,290
1.00943,0.060149025,0.003617905,0.9365,1.3273,1.0112205,51.128338,0.010139999,0.027267402,0.0007435112,-0.0569,0.0708,0.029091766,0.04231654,0.014698,0.050789844,0.0025796085,-0.132,0.087,0.052873813,0.139782,-1.103004,2.035314,4.1425033,-6.4471,3.591,2.3149776,267.95605,-0.06494802,2.855552,8.154177,-6.9848,6.5343,2.8562903,407.91974,-1.529116,0.9727152,0.9461748,-4.6346,0.0906,1.8122833,164.21854,1.0111957212824338,0.06076195240525397,1.3350606353271,3.5970396106905724,1.9655006439894689,9.026194535350985,backward_motion,0,backward_motion_20260609_091258.csv,250,300
1.009246,0.058871247,0.0034658236,0.9365,1.3273,1.0109617,51.10217,0.01716,0.027149327,0.000737086,-0.0569,0.0708,0.032117777,0.05157758,0.00959,0.04733761,0.0022408492,-0.132,0.0828,0.048299246,0.116640866,-1.0228521,1.9171458,3.6754484,-6.4471,3.591,2.1729414,236.08372,0.35367996,2.6625144,7.0889835,-6.9848,6.5343,2.6859028,360.7037,-1.242704,0.93254197,0.86963457,-4.6346,0.0906,1.5536884,120.69738,1.0108697600760268,0.059581961732019136,1.3350606353271,3.2235343662456053,1.9896036385254088,9.026194535350985,backward_motion,0,backward_motion_20260609_091258.csv,260,310
1.00019,0.031774145,0.0010095963,0.9365,1.1264,1.0006945,50.069477,0.025616001,0.021811798,0.00047575452,-0.0222,0.0728,0.033644225,0.0565967,0.019599998,0.037555564,0.0014104204,-0.1132,0.0828,0.04236249,0.08972902,-1.6611719,1.2771418,1.6310911,-6.4471,0.6979,2.095372,219.5292,0.68559194,2.142708,4.591198,-4.4733,6.5343,2.2497187,253.06172,-0.9248401,0.6827995,0.46621516,-3.0621,0.0906,1.1495843,66.0772,1.0016468053101677,0.03193468978924323,1.1310580754320267,2.8133970232356003,1.6906092739746426,9.026194535350985,backward_motion,0,backward_motion_20260609_091258.csv,270,320
1.000484,0.022040924,0.0004858023,0.9365,1.05,1.0007267,50.0727,0.026282001,0.020148853,0.00040597626,-0.0222,0.0728,0.03311676,0.054835994,0.023915999,0.029821152,0.00088930107,-0.1132,0.0743,0.038226638,0.0730638,-1.50239,1.3191789,1.7402332,-6.4471,0.1636,1.9993521,199.87044,0.5042179,2.0684922,4.27866,-4.4733,6.5343,2.1290596,226.64476,-0.5955299,0.5661897,0.32057077,-2.9552,0.2814,0.8217218,33.761333,1.0017613194088135,0.02205201887159849,1.0584549494428188,2.4313491385478927,1.814957897771301,9.026194535350985,backward_motion,0,backward_motion_20260609_091258.csv,280,330
1.0009099,0.014292309,0.0002042701,0.9545,1.0383,1.0010121,50.101254,0.018316,0.027182195,0.00073887175,-0.0613,0.0728,0.032777242,0.053717382,0.027152002,0.018883688,0.0003565937,-0.0288,0.0743,0.033073023,0.05469124,-0.73017794,1.3794125,1.902779,-2.7372,3.5376,1.5607494,121.796936,-0.07197001,1.3407775,1.7976843,-3.8627,3.0839,1.3427078,90.143196,-0.10224598,0.88706553,0.7868852,-1.1384,2.8081,0.8929387,39.866974,1.0019966193722936,0.01400162013821025,1.038730807283581,2.0272708914704447,0.9624525912462534,5.0054048048084985,backward_motion,0,backward_motion_20260609_091258.csv,290,340
1.001756,0.046474088,0.002159841,0.7429,1.1496,1.0028334,50.283745,0.018080002,0.03892186,0.0015149112,-0.0613,0.1985,0.04291617,0.092089884,0.021682,0.05003641,0.0025036423,-0.1809,0.2242,0.05453211,0.14868756,-1.024228,1.8943342,3.588502,-7.2334,3.5376,2.153496,231.87723,-0.17058998,3.4268205,11.743098,-9.0764,10.4961,3.431064,588.6099,0.517598,1.3319963,1.7742141,-0.94,4.8387,1.4290283,102.10609,1.0043802845158423,0.04136082054161784,1.1638822148310368,3.236774653385185,2.8240315757447223,12.782181387384549,backward_motion,0,backward_motion_20260609_091258.csv,300,350
1.0015839,0.055440344,0.0030736318,0.7429,1.1625,1.0031172,50.312206,0.012498,0.04495716,0.0020211462,-0.0776,0.1985,0.046662044,0.10886731,0.022990003,0.06149794,0.0037819967,-0.1809,0.2242,0.06565467,0.21552682,-0.386212,2.3015718,5.2972326,-7.2334,5.7361,2.3337507,272.3196,-0.44769,3.6643143,13.427198,-9.0764,10.4961,3.6915615,681.3813,1.268438,1.5668422,2.4549944,-0.856,4.8387,2.015919,203.19647,1.0050739641091975,0.05058013710759861,1.1646351274111564,3.840615547323681,2.8961388361844165,12.782181387384549,backward_motion,0,backward_motion_20260609_091258.csv,310,360
1.002334,0.058106553,0.0033763715,0.7429,1.1625,1.0040168,50.40249,0.008996,0.04496555,0.0020219006,-0.0776,0.1985,0.04585661,0.10514142,0.011862001,0.06677022,0.004458262,-0.1809,0.2242,0.067815706,0.22994849,-0.29949802,2.5130897,6.31562,-7.2334,5.7361,2.5308733,320.26596,-0.11929801,4.324114,18.69796,-9.0764,10.4961,4.3257594,935.6096,2.263242,1.7864525,3.1914124,-0.3293,7.0829,2.8833447,415.68384,1.005923458876827,0.05356876404473176,1.1646351274111564,4.853840856557425,3.141881043485556,12.782181387384549,backward_motion,0,backward_motion_20260609_091258.csv,320,370
1.0045099,0.06856872,0.0047016693,0.7429,1.1625,1.0068475,50.6871,0.0019060001,0.04525861,0.0020483418,-0.0776,0.1985,0.04529873,0.10259874,0.015848001,0.07984304,0.00637491,-0.1809,0.2515,0.08140066,0.33130342,0.16980997,2.93424,8.609765,-7.2334,6.8429,2.9391494,431.93,-0.19472,4.3978148,19.340773,-9.0764,10.4961,4.402123,968.9344,2.701564,1.4727983,2.1691349,0.0066,7.0829,3.0769436,473.37912,1.0092005149263021,0.06272458427511797,1.1646351274111564,5.545698349838399,2.5942437755152583,12.782181387384549,backward_motion,0,backward_motion_20260609_091258.csv,330,380
1.009414,0.07316397,0.005352967,0.7429,1.1625,1.0120621,51.21348,0.004392,0.045094654,0.0020335277,-0.0776,0.1985,0.045308027,0.10264086,0.015718,0.08290564,0.0068733455,-0.1809,0.2515,0.08438247,0.35602003,0.93531007,3.559821,12.672325,-7.2334,7.8964,3.6806426,677.3565,0.5742861,4.8326044,23.354067,-9.0764,10.4961,4.8666077,1184.1936,2.757138,1.4488977,2.0993044,0.0066,7.0829,3.1146612,485.05573,1.0143445151438362,0.06743895756620057,1.1646351274111564,6.375868863841086,2.50607502411675,12.782181387384549,backward_motion,0,backward_motion_20260609_091258.csv,340,390
1.0074099,0.06066948,0.003680786,0.83,1.1625,1.0092351,50.927784,-0.00010000022,0.03582645,0.0012835343,-0.0776,0.0837,0.035826586,0.064177215,0.022672003,0.07907547,0.0062529296,-0.132,0.2515,0.082261465,0.33834743,1.533636,3.7669275,14.189742,-6.6456,9.8124,4.0671587,827.08905,1.1216121,4.324082,18.697685,-5.71,11.9236,4.4671803,997.785,1.933934,2.8322878,8.021853,-8.8407,7.0829,3.4295702,588.0976,1.0115864924948772,0.057436535427475253,1.1646351274111564,6.407469368527851,2.6839839149252165,13.547737028743953,backward_motion,0,backward_motion_20260609_091258.csv,350,400
1.008036,0.05369115,0.0028827393,0.83,1.1557,1.0094649,50.950962,-0.0031719997,0.028906172,0.00083556684,-0.0561,0.0754,0.02907969,0.042281423,0.024584003,0.075994685,0.005775192,-0.132,0.2515,0.07987217,0.3189782,1.9227921,4.6326113,21.461086,-6.6456,16.6368,5.0157967,1257.9108,0.39718398,5.830964,34.000145,-16.7558,11.9236,5.844476,1707.895,1.557596,3.5430646,12.553307,-8.8407,9.7547,3.8703249,748.9707,1.0117606174917413,0.05084252641962798,1.1582518983364543,7.60096526226658,4.064585448408819,22.237994483541005,backward_motion,0,backward_motion_20260609_091258.csv,360,410
1.01883,0.10036514,0.010073161,0.83,1.6228,1.0237615,52.404385,-0.005834,0.027508533,0.0007567193,-0.0561,0.073,0.028120367,0.03953775,0.02357,0.08779858,0.0077085905,-0.3303,0.2515,0.09090729,0.4132068,3.020052,4.388572,19.259567,-6.6456,16.6368,5.327315,1419.014,-0.357926,6.0200424,36.240913,-16.7558,11.9236,6.0306735,1818.4512,1.098058,3.5835218,12.841628,-8.8407,11.0829,3.747981,702.3681,1.023048495762475,0.10253972848675227,1.656341139379204,7.6653314285707745,4.476534353153692,22.237994483541005,backward_motion,0,backward_motion_20260609_091258.csv,370,420
1.018754,0.09361456,0.008763686,0.9089,1.6228,1.0230461,52.33117,-0.00229,0.02846523,0.0008102693,-0.0561,0.073,0.028557196,0.04077567,0.01594,0.07682,0.005901313,-0.3303,0.1805,0.07845633,0.3077698,2.4432602,4.5383368,20.596498,-6.6456,16.6368,5.1542234,1328.3009,0.14253195,6.053985,36.650738,-16.7558,11.9236,6.055663,1833.5527,0.69729805,3.527547,12.443587,-8.8407,11.0829,3.5958045,646.4905,1.0218162138158384,0.09739575546739368,1.656341139379204,7.330681665188675,4.735819462423223,22.237994483541005,backward_motion,0,backward_motion_20260609_091258.csv,380,430
1.0154159,0.09081054,0.008246554,0.9089,1.6228,1.0194687,51.965813,0.0032719993,0.029248612,0.0008554813,-0.0561,0.0767,0.029431058,0.04330936,0.014699999,0.07759052,0.006020289,-0.3303,0.1805,0.078970745,0.31181893,1.4460061,4.5529795,20.729624,-6.6456,16.6368,4.7770867,1141.028,0.032458,5.889797,34.689713,-16.7558,11.9236,5.889887,1734.5382,0.05149603,3.630527,13.180726,-8.8407,11.0829,3.6308923,659.16895,1.0185454934286347,0.09478317897295598,1.656341139379204,6.879917962950163,4.833366149452746,22.237994483541005,backward_motion,0,backward_motion_20260609_091258.csv,390,440
1.021658,0.09379515,0.00879753,0.842,1.6228,1.0259545,52.62913,-0.0017759996,0.033119913,0.0010969286,-0.0872,0.0767,0.033167496,0.05500414,0.010784,0.07113625,0.0050603664,-0.3303,0.1397,0.07194902,0.25883308,0.85882807,4.3511934,18.932882,-6.0654,16.6368,4.43514,983.5234,-0.13975598,6.1988316,38.42551,-16.7558,10.8244,6.2004066,1922.2521,0.09638,3.2562094,10.6029,-7.0316,11.0829,3.2576354,530.60944,1.0243409516357789,0.0979027977225705,1.656341139379204,6.711974270214366,4.8659118569884034,22.237994483541005,backward_motion,0,backward_motion_20260609_091258.csv,400,450
1.027714,0.1031068,0.010631012,0.842,1.6228,1.0328732,53.34135,-0.0073300004,0.0383924,0.0014739762,-0.0969,0.0767,0.03908587,0.07638525,0.00625,0.07310626,0.005344525,-0.3303,0.1197,0.07337294,0.2691794,-0.15384002,3.681407,13.552757,-7.7219,9.2399,3.68462,678.82117,0.85093397,4.7837296,22.884068,-15.5039,10.8244,4.8588223,1180.4078,-0.54468596,2.505993,6.2800007,-5.9781,11.0829,2.5645044,328.83414,1.0306786955686618,0.10695699276289451,1.656341139379204,5.542175241095053,3.6118633953394457,16.616017796391528,backward_motion,0,backward_motion_20260609_091258.csv,410,460
